text,actual_content,actual_wording,predicted_content,predicted_wording
The third wave was an experimentto see how people reacted to a new one leader government. It gained popularity as people wanted to try new things. The students follow anything that is said and start turning on eachother to gain higher power. They had to stop the experement as too many people got to radical with it blindly following there leader,0.205682506482641,0.380537638762288,0.0218144953250885,0.9781855344772339
They would rub it up with soda to make the smell go away and it wouldnt be a bad smell. Some of the meat would be tossed on the floor where there was sawdust spit of the workers and they would make the meat all over again with the things in it.,-0.548304076980462,0.506755353548534,0.5977786779403687,0.4022212624549866
"In Egypt, there were many occupations and social classes involved in day-to-day living. In many instances if you were at the bottom of the social ladder you could climb up, you didn't have to stay a peasant you could work to bring your status up. Everyone worshipped the gods Ra, Osiris, and Isis, but also they would worship their pharaohs like gods as well. Under the pharaohs were the priests, they had the responsibility to entertain or please the said god. The Chain of Command was placed to keep everyone in check, not one person could handle all the civilians and treasures without any aid. Like the tax collector, called a vizier like stated they were in charge of collecting the peoples' tax. They were also one of the rare instances who were able to read and write, that's how they were granted ""vizier"" Also the soldiers did many things as they would fight in wars or ""quelled domestic uprisings"". They were in charge of getting the slaves, farmers, and peasants to build palaces or the famous ancient pyramids. More skilled hardworking workers had occupations of craftsmen or women and physicians. This would mostly make up the middle-class people. The creative craftsmen would often make jewelry, papyrus products, pottery, tools, and many useful things people may need . Of course, you would need merchants to sell the goods to people who would pay for it.",3.12892846350062,4.23122555224945,1.7106142891076814e-10,1.0
The highest class was Pharaohs these people were gods.Then the 2nd highest class was a gonvener.Chiefs minister were called a vizier as a supervisor. (par.6),-0.210613934166593,-0.471414826967448,0.7924119234085083,0.2075880914926529
"The Third Wave developed  rapidly because the students genuinly believed that it was the best course of action. Their grades, acomplishments, and classparticipation/ behavior had improved dramatically since the experiment began. There did not seem to be any consiquenses in the students eyes. They became extremely engaged in all the Third Wave activites both inside and outside tha classroom. The experiment ended because the students were so patriotic about the ""movement"". The history class of thirty rapidly grew to 200 in three days.  That means 170 students joined a school ""movement"" in two days. Thats 85 people per day! On the fifth and final day all the students had completley believed that the ""Third Wave"" was a movement that would expell democracy. They believed a candidate from the ""movement"" would anounce its existance on television after five days of its success. The creater, Ron Jones, believed it had gone too far and for everyone's safety he shut it down.  If he hadn't the fake organization would have grown into something out of his controll. The Third Wave only lasted for a week. It could have spiralled into the American version of the Nazi Party, which is the opposite of what America stands for.",3.27289414977436,3.21975651022738,8.973994325423007e-10,1.0
They would use chemicals and substances to change the color or hide the foul odors to cover up spoiled meat. They would also shred up spoiled and normal meat together into sausage and use many different substances to mask the signs of spoiling.,0.205682506482641,0.380537638762288,0.1762852817773819,0.8237147331237793
The Egyptian society is really different from other socicties I have learned about. As stated in the story in paragraph 6-13 it describes how people are in different places in the pyramid. Also tells us how people are treated and what they have to pay for things and the higher people have things more easy.All the classes have a different purpose which are important in their different wyas. This is how social classes are involved in there government.,0.205682506482641,0.380537638762288,0.43631333112716675,0.5636866688728333
"Many times the factories would, according to the text, ¨rub it up with soda to take away the smell."" that is just one of the ways some of the aother ways were rubbing chemicals on the meat and cooking the meat until the rotted smell again. ",-0.878888575477238,-0.966329824896367,0.9932697415351868,0.0067302207462489605
1 element of an ideal tragedy is that it should be arranged on a complex plan.  Another element of an ideal tragedy is that it should only have one main issue. The last element of an ideal tragedy is that it should have a double thread plot and an opposite catastrophe for both good and bad.,-0.210613934166593,-0.471414826967448,0.5625975728034973,0.4374024271965027
"The three elements of an ideal tragedy are:  Having a character that isn't bad have misfortune befall them.,  Having no subplots, and ending in death.  ",-0.970236693352702,-0.417058297304168,0.8750537037849426,0.12494625151157379
